pid,turkid,similarity,item,sd_item_one,sd_item_two,mean_item_one,mean_item_two,sd_focal,sd_other,mean_focal,mean_other,value_id,value
465,A2AX54JH2WED4O,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,37
465,A2AX54JH2WED4O,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,39
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,0,23
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,1,23
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,2,23
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,3,23
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,4,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,5,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,6,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,7,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,8,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,9,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,10,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,11,25
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,12,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,13,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,14,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,15,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,16,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,17,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,18,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,19,27
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,20,29
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,21,29
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,22,29
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,23,29
643,A3MBLDIFREDC5M,Dissimilar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,24,29
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,5
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,5
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,7
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,7
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,7
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,11
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,13
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,13
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,13
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,17
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,17
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,17
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,21
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,21
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,21
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,21
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,21
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,21
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,25
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,25
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,25
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,25
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,27
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,27
469,A3MIIUL4O2DPY7,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,27
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,0,19
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,1,19
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,2,23
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,3,23
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,4,23
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,5,23
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,6,25
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,7,25
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,8,25
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,9,27
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,10,27
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,11,27
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,12,29
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,13,29
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,14,31
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,15,31
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,16,33
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,17,33
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,18,33
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,19,33
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,20,33
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,21,37
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,22,39
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,23,39
471,AWTGJ45ZWUCHH,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,24,43
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,9
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,11
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,15
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,17
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,17
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,21
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,21
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,21
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,23
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,23
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,23
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,23
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,23
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,25
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,25
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,25
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,27
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,27
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,27
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,29
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,31
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,33
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,33
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,33
901,A1LEWF3XCAKF39,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,39
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,0,19
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,1,19
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,2,21
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,3,21
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,4,21
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,5,23
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,6,23
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,7,25
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,8,25
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,9,27
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,10,27
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,11,29
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,12,29
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,13,31
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,14,31
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,15,31
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,16,35
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,17,35
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,37
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,37
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,37
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,39
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,39
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,41
492,A1FQK51ECARQNK,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,41
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,0,9
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,1,11
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,2,17
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,3,19
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,4,21
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,5,21
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,6,23
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,7,25
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,8,27
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,9,29
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,10,29
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,11,31
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,12,31
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,13,33
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,14,35
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,15,37
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,16,39
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,17,39
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,18,41
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,19,41
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,20,43
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,21,43
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,22,45
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,23,47
606,A3EYWJCIO1MG9W,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,24,49
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,17
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,17
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,17
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,21
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,21
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,23
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,31
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,31
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,31
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,33
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,37
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,37
493,A3D95WOVC1R775,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,37
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,17
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,21
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,21
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,23
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,25
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,25
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,25
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,27
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,27
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,29
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,29
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,29
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,31
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,31
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,31
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,33
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,35
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,35
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,35
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,37
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,37
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,37
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,39
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,39
461,A1UWJTUVGAAF6D,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,39
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,19
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,19
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,19
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,19
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,21
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,21
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,21
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,21
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,21
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,23
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,23
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,23
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,23
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,23
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,23
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,25
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,25
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,25
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,25
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,25
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,27
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,27
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,27
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,27
757,A23WT7XWIML8KH,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,27
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,0,11
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,1,11
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,2,19
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,3,19
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,4,21
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,5,23
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,6,23
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,7,25
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,8,25
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,9,25
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,10,25
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,11,25
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,12,27
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,13,29
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,14,29
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,15,31
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,16,33
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,17,33
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,18,35
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,19,37
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,20,37
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,21,37
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,22,37
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,23,39
642,A3J1Y0YQBOKDTR,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,24,39
470,A1Y9VA9FKJLS5K,Similar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,0,19
